Creation Time,Marketplace Type,Service Category,Location,Questions and Answers,Preferred Providers,Status
Wed Jun 20 13:36:04 UTC 2018,SERVICE_MARKETPLACE,Resume Writing,78752,"1. What type of resume? Traditional resume,LinkedIn profile 2. What stage of resume writing are you in? I need revisions to an existing resume 3. Where are you in your career? Mid career 4. Which industries are you focused on? Technology,Human resources,Medical and health,Sales, marketing, PR 5. How would you like to work with the resume writer? I am comfortable working virtually 6. What are your goals in seeking a resume writer? Anything else the resume writer should know? (Optional) Try to move from a mid-management role towards a higher level.",,CLOSED
