Action,Date,Ad Title/Id,Page/App
Impression,2025/04/28,490325804,yahoo.com
Impression,2025/04/28,490334054,yahoo.com
Impression,2025/04/28,621452666,AP news
Impression,2025/04/28,644496474,microsoftcasualgames.com
Impression,2025/04/28,644764524,microsoftcasualgames.com
Impression,2025/04/28,648040944,microsoftcasualgames.com
Impression,2025/04/28,649718753,microsoftcasualgames.com
Impression,2025/04/28,653191414,microsoftcasualgames.com
Impression,2025/04/28,656729104,microsoftcasualgames.com
Impression,2025/04/28,656935954,AP news
Impression,2025/04/28,656961164,AP news
Impression,2025/04/29,621406196,AP news
Impression,2025/04/29,651371056,AP news
Impression,2025/04/29,654150194,AP news
Impression,2025/04/29,664112193,AP news
Impression,2025/04/29,671578283,microsoftcasualgames.com
Impression,2025/04/30,155671674,microsoftcasualgames.com
Impression,2025/04/30,420573804,cnet.com
Impression,2025/04/30,647261984,microsoftcasualgames.com
Impression,2025/04/30,655373773,microsoftcasualgames.com
Impression,2025/04/30,656980794,AP news
Impression,2025/04/30,670696626,AP news
Impression,2025/04/30,681881366,microsoftcasualgames.com
Impression,2025/05/01,616000976,AP news
Impression,2025/05/01,621452666,AP news
Impression,2025/05/01,654150194,AP news
Impression,2025/05/01,666247076,AP news
Impression,2025/05/01,670696626,AP news
Impression,2025/05/01,684563506,AP news
Impression,2025/05/02,439704016,microsoftcasualgames.com
Impression,2025/05/02,657084204,microsoftcasualgames.com
Impression,2025/05/06,358082674,marca.com
Impression,2025/05/07,684901856,mail.yahoo.com
Impression,2025/05/08,358130934,hollywoodreporter.com
Impression,2025/05/12,685055796,ebay.co.uk
Impression,2025/05/13,486410346,mail.yahoo.com
Impression,2025/05/13,649605793,mail.yahoo.com
Impression,2025/05/13,649718753,mail.yahoo.com
Impression,2025/05/13,660939544,mail.yahoo.com
Impression,2025/05/13,667815554,mail.yahoo.com
Impression,2025/05/13,667820824,mail.yahoo.com
Impression,2025/05/13,669983294,mail.yahoo.com
Impression,2025/05/13,675907536,mail.yahoo.com
Impression,2025/05/13,680000933,mail.yahoo.com
Impression,2025/05/13,684485566,mail.yahoo.com
Impression,2025/05/13,691931996,mail.yahoo.com
Impression,2025/05/13,692230866,mail.yahoo.com
Impression,2025/05/13,692435886,mail.yahoo.com
Impression,2025/05/13,695394816,mail.yahoo.com
Impression,2025/05/15,685035296,Sudoku.com
Impression,2025/05/17,662286893,awfulannouncing.com
Impression,2025/05/20,669682234,themediterraneandish.com
Impression,2025/05/26,536011023,br.investing.com
Impression,2025/05/29,653759054,eenadu.net
Impression,2025/06/07,636171244,ebay.com
Impression,2025/06/16,679467933,ebay.com
Impression,2025/06/26,702337704,mail.yahoo.com
Impression,2025/06/26,743351426,mail.yahoo.com
Impression,2025/06/27,691146974,thedailybeast.com
Impression,2025/06/27,709088693,thedailybeast.com
Impression,2025/06/30,694858884,AP news
Impression,2025/06/30,694894884,AP news
Impression,2025/06/30,699816674,NBCU_STREAMING
Impression,2025/07/01,702582344,gizmodo.com
Impression,2025/07/04,684485566,yahoo.com
Impression,2025/07/04,743933716,yahoo.com
Impression,2025/07/04,748384206,yahoo.com
Impression,2025/07/05,702804764,yahoo.com
Impression,2025/07/07,718807916,screenrant.com
Impression,2025/07/07,718865446,screenrant.com
Impression,2025/07/07,718922326,screenrant.com
Impression,2025/07/07,722262203,yahoo.com
Impression,2025/07/07,741221406,yahoo.com
Impression,2025/07/08,681828066,screenrant.com
Impression,2025/07/08,681910516,screenrant.com
Impression,2025/07/08,702708784,screenrant.com
Impression,2025/07/09,681828066,screenrant.com
Impression,2025/07/09,748237866,screenrant.com
Impression,2025/07/09,748254736,screenrant.com
Impression,2025/07/09,748282996,screenrant.com
Impression,2025/07/10,755175736,eenadu.net
Impression,2025/07/13,694939504,Roku Channel
Impression,2025/07/13,694981554,Roku Channel
Impression,2025/07/13,694991424,Roku Channel
Impression,2025/07/14,410440023,king5.com
Impression,2025/07/14,706462104,usatoday.com
Impression,2025/07/14,755220356,king5.com
Impression,2025/07/15,755175736,detroitnews.com
Impression,2025/07/16,706462104,usatoday.com
Impression,2025/07/16,707018104,usatoday.com
Impression,2025/07/18,662983813,yahoo.com
Impression,2025/07/18,719917993,yahoo.com
Impression,2025/07/18,755204066,yahoo.com
Impression,2025/07/19,589801734,yahoo.com
Impression,2025/07/19,749605666,usatoday.com
