Date,Link,Message
2024-09-27 15:32:02,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7245314219582103552,Jane Ruffino wrote really eloquently recently about this of the problems with building a 1:1 map of the world https://www.characterworks.co/blog/five-little-questions-about-automated-decisions
2024-09-26 20:40:33,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7244961074440015873,"Not to mention that any gas hidden away eventually goes bad"
2024-09-09 22:50:20,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7239020264125054978,"Nice pickup!"
2024-08-29 15:16:21,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7234940894104150016,"I also think that the \"Oh shit i need to be on the east coast for a few hours a month\" transit options are much easier to manage on the east coast than the west."
2024-08-27 17:53:57,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7233964628102275075,"Oooh good pickup netlify!"
2024-08-08 16:26:43,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7227106901296107520,"My thinking is that the major players don't have to show investors they set $20b on fire for a given quarter."
2024-07-22 14:35:24,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7220200364032081921,"Kudos to you!"
2024-07-18 19:56:35,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7219783983037865985,"Hey Jessica! Lots of roles open now at my megacorp if you see anything I can put you in for send me a dm!"
2024-07-13 21:39:02,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7217903904020160512,Yea exactly - as long as you keep it from being something with measurable impact it’ll never graduate from hype. 
2024-07-13 14:59:49,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7217903904020160512,Investors are catching onto this already https://www.404media.co/goldman-sachs-ai-is-overhyped-wildly-expensive-and-unreliable/
2024-07-13 14:58:37,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7217903904020160512,"It’s going to be increasingly hard to get funding if trends like this continue, so you better understand your customers needs and what is the current state of possible before charging them more for less. "
2024-07-13 14:56:36,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7217903904020160512,"I for one really see an improvement in topic recognition and summarization, but still see a strong need for human expertise both as a pressure valve and as a decision engine in the digital contact center. "
2024-07-13 14:55:04,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7217903904020160512,"Generative ai is currently in a $600b shortfall in revenue versus cost, so the “limitless possibilities” potential will have to be better defined and soon."
2024-07-02 16:50:28,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7213931926452154369,Ugh I feel your pain! If you see anything interesting at my corp send me a dm and Im happy to refer!
2024-07-02 14:09:24,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7213506857020071936,Francesco Palma It's always interesting! :D
2024-07-01 14:04:48,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7213506857020071936,"Congrats Francesco! Good choice on their part!"
2024-06-27 14:31:52,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7212094829294469121,Valid point! he says using the auto-replies which are also super weird
2024-06-27 14:28:45,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7211836182572281858,Good for you! If there is anything at my company I can do an intro for let me know.
2024-06-14 01:43:27,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7206286569492631552,"Exactly - don’t need to plan for every contingency, but should have a process in plan that helps contain randomization. "
2024-06-12 14:14:59,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7206492557848047616,Well deserved Lee!!
2024-06-06 19:38:33,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7204562892665282562,You got this! Coffee is for closers! (Ie its the jobs reasonability to land YOU. You'll do great!
2024-06-06 19:02:28,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7204552771050622976,Congrats Zohreh!!!
2024-06-06 15:22:55,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7195821019842973712,"Sharing? In this economy?"
2024-05-24 20:45:54,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7199529676107628545,Thanks Ravi
2024-05-24 20:45:38,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7199529676107628545,Gotta stay grounded :)
2024-05-24 13:17:42,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7198326127520587776,There was actually about ten other mentions of my specific feature throughout build. It was wild!
2024-05-24 13:16:46,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7199529676107628545,Thanks so much Henry!’
2024-05-24 13:16:30,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7199529676107628545,It’s wild!
2024-05-24 13:16:19,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7199529676107628545,Thanks Jon!
2024-05-23 14:00:20,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7199397243232137216,Wow! Congrats!!!
2024-05-22 22:52:09,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7199121749748113408,Great working keeping us all safe!
2024-05-21 17:08:33,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7198715348047511552,"Get over here!"
2024-05-20 14:10:51,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7198323705515499520,Peter Swimm Luckily Microsoft Copilot Studio can do both! 😎
2024-05-20 14:09:53,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7198323705515499520,"LLMs are so much better at intent recognition it makes me wonder if there is a market appetite for just THAT part of the experience, and people still want to codify responses themselves to adhere to brand voice."
2024-05-08 23:44:50,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7194116556916727809,"They are lucky to have you!"
2024-04-30 16:42:50,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7191073942340538369,Geoff rules!
2024-04-23 19:41:09,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7188615363813609473,"Super cool stuff!"
2024-03-07 21:20:55,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7171601973400600576,Ponzi Language models
2024-02-27 16:14:39,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7168273619456917506,Congrats Eddie!!!
2024-02-02 15:38:43,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7159070309055131649,Congrats!
2024-01-31 19:32:07,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7158518428205543425,"Its a whole new weil!"
2024-01-18 17:26:41,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7149743719083040768,"What an awful i dont know"
2023-12-11 15:36:38,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7138588510843785216,"Quick comment: The feature to deploy to PVA was not removed, rather the setting to deploy to PVA (copilot studio) only appears if you have added at least one data source. I've passed the feedback to the product group, thanks for doing such a through dive into the products."
2023-11-29 22:04:16,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7130602152112128001,Thanks so much Cortney!
2023-11-15 16:23:18,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7130590844973191168,"Dont worry PVA fans, the best is yet to come!"
2023-08-29 15:24:50,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7100560858618990592,Probably my best experiences in tech was from producing and attending these. It was truly a unicorn event.
2023-06-07 16:17:11,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7071696983232548865,"Total dream job!"
2023-05-31 16:26:01,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7069693834435145728,"Big fan of GENAI

Gwar
Enya
Nitzer Ebb
Aerosmith
Incubus"
2023-05-23 16:40:20,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7066809595184246784,Woo! Kill it Kendra!
2023-05-09 18:44:00,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7061715031310123008,Congrats!!
2023-04-29 15:45:01,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7057403774943821828,"WOOOO Lets go!"
2023-04-17 17:32:34,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7052370313522679808,lmao
2023-04-10 17:58:49,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7051214926928883712,I think a big part of this is letting the game industry creatives be a part of the process. I wanted to play the mario movie!
2023-03-10 18:19:54,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7037139601311875073,"Im in Bellevue Wa now, but absolutely!"
2023-03-07 22:17:40,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7038995486007074816,If you are looking for engineers and PMs I got some GOOD CANDIDATES
2023-03-02 20:16:15,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7037139601311875073,Woot! Great work!
2023-02-15 03:50:09,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7031383608242167809,Curtis - You helped me through a very long involved onboarding! I wish you best of luck going forward and please let me know if I can help or be a reference!
2023-02-06 23:11:32,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7022219380671320064,🤞
2023-02-06 18:31:04,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7022219380671320064,Not sure how they can keep management to employee ratio so high tbh
2023-02-01 18:52:35,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7026069036803223552,"I mean it was also super bad, aimless, poor-sounding music - so the legal aspects might just be a gentler way to back away from the problem."
2023-01-28 00:37:00,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7024837023580516352,"Man enjoy your break, you were a great boss and coworker, and Im looking forward to the next stage of Jon!"
2023-01-27 17:44:21,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7024707585077387264,Wooo! Looks great
2023-01-25 17:34:34,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7022219380671320064,"Kailash Nathan I've learned the hard way :D"
2023-01-25 16:55:20,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7022219380671320064,See this is why I can't watch this show because its not a comedy to me 😂
2023-01-20 15:13:28,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7022219380671320064,"If I see you posting that these are the right things for companies to do to people in a recession, our work friendship is over."
2023-01-20 15:10:44,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7018298954400358400,Signalling that your community is proactive in these matters is an important signal to marginalized groups that they don't have to feel like an outsider on approaching a new community.
2023-01-13 22:59:31,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7018298954400358400,"Too often ive posted a CoC ive been asked \"Wait what happened\", so I feel like the assumption is you need it to respond to threats after the fact"
2023-01-04 21:48:08,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7016068526809444352,There are kits to debirdify them - someone should liberate these things.
2023-01-03 16:49:32,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7016073770096345088,Top left usually!
2023-01-03 16:49:16,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7016073770096345088,Because im a pm and not a data scientist :P. Joking aside I WANTED to publish stuff so my left-to-right brain wanted the left side to be what I see first. It had to be a real special type of person that made me NOT want to work with them.
2022-12-28 19:46:53,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7013919584327983105,Love this
2022-11-30 00:19:31,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7001809321617440769,"The best way to understand something is to have to teach it to others, sounds like everyone had a fantastic class."
2022-11-18 20:54:28,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6999458272407609345,Such a great use case and amazing partnership!
2022-11-16 16:29:42,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6998683275959353344,"The only hardcore button id push is a playlist with minor threat, bad brains, and black flag."
2022-11-14 20:33:25,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6997632522536820736,"I put it this way: I can give you an hour pushing commits, or you wait an hour while I'm pulling commutes."
2022-11-09 15:34:46,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6991798054156718080,So no standing desks?
2022-11-09 15:33:41,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6995503191589105664,🤑
2022-11-08 23:21:51,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6995503191589105664,"Me talking to my new boss, the CEO: so agreeing with you is a healthy interaction?"
2022-11-08 17:05:13,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6995785409704120320,"Heck yea!"
2022-11-07 20:24:27,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6995453215349620736,All right Nikki! Gonna help so many people!
2022-10-25 18:27:03,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6990447842595139584,"Amazing!!"
2022-10-13 14:31:14,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6986318425685975040,Great work Tulasi!
2022-10-07 14:44:30,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6984074433652998144,"I am, hope you are as well!"
2022-10-07 14:41:59,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6984074433652998144,Congrats!!
2022-09-21 18:27:21,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6978415408194183168,Good for them (the quitters)
2022-09-19 15:26:36,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6977646373546422272,that pyramid calls for an equally resplendent throne.
2022-08-17 17:01:17,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6965713645871796225,Well deserved! So glad to have you on our team!
2022-07-25 22:59:03,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6957454559208226817,"Wow! Loom is an awesome product, and it looks like they make great hiring decisions."
2022-07-08 20:25:22,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6951267474768105473,Thank you for speaking out on this issue!
2022-06-28 17:50:54,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A12333917-6947537555005349888,Ive talked a bit to the teams over there and this is a fun job with lots of challenges.
2022-06-27 13:27:19,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6944311517412564992,Got a place! The first day in the office this week!
2022-06-25 15:09:37,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6946254156277977088,"good luck in your search, and your art!"
2022-06-25 00:58:06,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6946264604616392704,taps the sign : https://truthout.org/articles/companies-like-amazon-and-cvs-have-donated-millions-to-anti-abortion-politicians/
2022-06-23 13:01:38,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6945569798978248705,Smart hire! Congrats on the move!
2022-06-21 16:07:57,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6943960940455374848,"Half the problem with these hybrid systems is the underlying business process for handling issues is BAD. Clever humans mask the pain through diligent care, but when you automate these dark patterns at scale chatbots cannot handle it at all. Until companies want to address these systemic issues, chatbots can only be best utilized for routing to the correct clever human when necessary."
2022-06-16 11:53:00,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6942598438249267200,Well deserved!!!
2022-06-14 14:31:34,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6942025937995628545,At least you can fry a potato
2022-06-14 14:28:29,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6942195452553437184,Congrats! Good hire!
2022-06-06 20:03:21,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6939647305700585472,Welcome aboard!
2022-05-17 15:49:24,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6932346821478416384,Congrats! So happy to see these inititves come to fruition!
2022-05-09 15:09:35,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6929350971995131904,Woo! Good hire!
2022-05-07 12:44:26,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6928504047817687040,They are super lucky to have you!
2022-04-20 18:18:13,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6922566198580711424,This rips! Congrats!
2022-04-08 13:55:07,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6917610954495053824,You still deserve the props!
2022-03-29 15:35:34,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6914242452023349249,Thank you for your service!
2022-03-29 13:06:13,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6914363185294659584,Good hire! best of luck!
2022-03-24 18:03:53,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6912766643521638400,Good work!
2022-03-10 20:57:12,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6907732683531677696,Good luck Kent!!
2022-03-04 14:12:54,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6905303229744185344,Well done!!
2022-03-01 23:31:54,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6904513081108758528,What an achievement!
2022-03-01 18:47:54,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6904469701813243904,Congrats!
2022-02-19 16:47:35,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6900500632227102720,I apologize for my photobomb at the SXSW building. Heres to 500 more years!
2022-02-15 14:39:51,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6899036203555831809,Good luck tony!
2022-02-03 14:56:15,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6894514954825805824,Can't wait to see what you do! They are lucky to have your talents!
2022-01-27 15:50:12,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6892470089581752320,Badass.
2022-01-11 17:24:53,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6886397625613066240,And now with full-motion video https://twitter.com/DominicPajak/status/1480305553003855873
2022-01-05 13:32:56,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6884121245613477888,Just dm me the job you are looking at!
2022-01-04 13:25:22,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6884121245613477888,https://careers.microsoft.com/us/en/job/1167519/Principal-Group-Program-Manager
2022-01-04 13:25:10,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6884121245613477888,"For instance, be my boss"
2021-12-03 13:35:25,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6868421379746742272,"John Henderson I think this is the case, especially if this is fake as claimed later in the thread. I've worked with Delta some in the past, and they were pretty savvy with regards to best practices!"
2021-11-29 16:43:14,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6868421379746742272,Yea because otherwise they’d have to build an internal alerting system!
2021-11-29 14:51:33,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6868421379746742272,You wouldn't believe how many arguments I've had (continue to have) in my life about sending internal errors to customers.
2021-09-23 13:30:38,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6846369089632432129,"I think its more like game design, in that you funnel people into low risk encounters and try to get them to say the right questions. But the people who do it don't usually see it that way!"
2021-09-22 18:21:33,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6846369089632432129,passive voice doing lots of work here
2021-09-20 12:54:48,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A12333917-6844374597907828736,"It's super important for conversational designers to make NLU easier with good guided prompts and helpful redirections. If its not the same people, they should work very closely together."
2021-08-22 14:20:01,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6834530982108950529,this is like my favorite feature of it - especially the ability to pause and step through the boring stuff
2021-07-01 13:25:51,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6813152579183370240,Super exciting! Will be very useful to bot teams.
2021-05-29 12:52:30,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6804317193958891521,Yes unfortunately- I’ll ask about the timeline of that. 
2021-05-29 12:17:42,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6804317193958891521,Have you seen the new telephony package? https://github.com/microsoft/botframework-telephony
2021-05-29 12:15:23,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6802977191182311424,"Liji Thomas, PMP - fantastic! Gary is great, glad you got a chance to speak with him.  "
2021-05-25 15:23:13,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6802977191182311424,"Extend your Power Virtual Agents with Bot Framework Composer
Enhance your Power Virtual Agents bot by developing custom dialogs with Bot Framework Composer and publishing them directly to your Power Virtual Agents bot. In this session, we will use Composer to extend your Power Virtual Agents bot with Bot Framework functionality, including: 1. Adaptive dialogs 2. Language Generation (LG) 3. Adaptive Cards.
https://mybuild.microsoft.com/sessions/13222b6b-0429-4cfd-ba76-4ed06e8a9f05?source=sessions
On Demand

Sign up for 1:1 Consultation with the Conversational AI team
As part of the Microsoft Build Conference (May 25-27) this week, we are offering free 1:1 customer consultation sessions with experts in our Microsoft Conversational AI product engineering team. After you register for the conference, you can sign up for these consultations at https://mybuild.microsoft.com/app-consult, choose Azure Conversational AI, and let us know more about your scenarios and challenges. We look forward to talking with you."
2021-05-25 15:23:06,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6802977191182311424,"Here are some good talks you can sign up for!

Build intelligent applications infused with world-class AI
Create breakthrough experiences in your applications with industry-leading AI. Join Eric Boyd, Corporate Vice President, Azure AI, as he demonstrates the latest innovations. Learn how Azure is simplifying the developer experience and enabling you to harness the power of AI in your mission-critical applications.
https://mybuild.microsoft.com/sessions/2ba55238-d398-46f9-9ff2-eafcd9d69df3?source=sessions
Tuesday, May 25 | 2:30pm - 3:00pm PST
Wednesday, May 26 | 6:30am - 7:00am PST

Ask the Experts: Build intelligent applications infused with world-class AI
Learn how Azure enables you to create breakthrough experiences in your applications with industry-leading AI. Join the Azure AI product team to learn more about the latest innovations, and get your questions answered during this live Q&A.
https://mybuild.microsoft.com/sessions/edc5aef9-dec8-40d4-b704-028117f6350b?source=sessions
Tuesday, May 25 | 3:30pm - 4:00pm PST"
2021-05-24 13:35:30,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6802573813889454081,"Would love to talk to you!"
2021-05-20 20:03:43,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6801235774596538369,"Also, we are hiring! https://careers.microsoft.com/us/en/search-results?keywords=%23botframework"
2021-05-20 20:03:02,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6801235774596538369,"Take a look https://github.com/microsoft/BotFramework-Composer/releases/tag/v2.0.0"
2021-03-12 22:41:11,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6775954683929382912,This is so cool!
2021-02-27 15:44:05,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6771314415217209344,"texas doesn't even see texas as a wakeup call"
2021-02-24 19:28:25,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6768767742922383360,Good luck Andrew!
2021-02-23 15:22:03,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6768673988139917312,Listen to Cortney folks!
2021-02-19 23:34:39,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6767610614509641728,Nice!
2021-02-02 23:10:31,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6762384774712610816,On 🔥!!
2021-02-01 13:23:06,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6759499666527801344,Imagine if LinkedIn had a payment gateway before you could send a message ;)
2021-01-27 15:49:04,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6759808844404203521,"https://careers.microsoft.com/us/en/search-results?keywords=bot%20framework Specifically!"
2021-01-19 13:41:29,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6754388780150505473,"Thank you, Natalie! Much appreciated!"
2021-01-12 15:33:24,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6750468322481057792,I've definitely had more traction with starter projects versus templates. Things that simplify the creation of your project with regards to data collection and API integrations are way more useful than bundles of copy.
2021-01-12 12:09:31,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6754388780150505473,Thank you! Hope you are well!
2020-11-30 12:10:34,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6734957264425377793,Bandcamp
2020-11-20 12:38:36,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6735392339923144704,Good luck filling it!
2020-11-19 17:27:35,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6735236069761052672,"Doing the best I can! Hope the same to y'all!"
2020-11-19 17:08:28,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6735236069761052672,"You guys rock! So glad to see your hard work getting recognized!"
2020-11-05 00:22:47,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6729240587918180355,Kudos to you
2020-10-19 14:38:37,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6723646738982404096,"The tragic error that the industry has made as a whole is thinking of it as replacing anything versus having it augmenting your strengths."
2020-10-11 12:25:43,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6719609314287382528,So sorry to hear about your team’s loss. Sending love to you all and her family.
2020-10-01 22:32:23,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6717256886342688768,Congrats Mallory! So cool to watch you all grow!
2020-10-01 19:03:43,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6717496715085262848,"Needs a hashtag to count!"
2020-10-01 18:59:42,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6717496715085262848,"Linkedin Influencer"
2020-09-08 18:41:39,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6709163964317609984,Congrats to all of you! Voxable are one of the best!
2020-09-08 16:27:59,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6709110804689498112,"Congrats!!!"
2020-09-08 14:08:00,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6709096953176743936,"Good Luck Nora!!"
2020-09-01 17:05:44,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6703127649675436034,"Thank sir! Hope all is well with you!"
2020-08-27 20:03:00,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6704839763318460416,My company is hiring! If anything looks good let me know and I’ll send how a referral link.
2020-08-24 22:57:34,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6703127649675436034,Thank you! Hope all is well with you and the team!
2020-08-24 22:57:06,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6703127649675436034,Thanks!
2020-08-23 16:01:56,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A13886501-6701205016151130112,"I totally get where you are coming from though, good user experience starts with good developer experience., and rasa is off to a great start."
2020-08-22 15:38:44,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A13886501-6701205016151130112,"I think \"hobbyist noise\" could also be a lost source of diverse viewpoints with regards to feature roadmap and usability. Being hard to use is not something any tool should tout as a feature, although I think RASA does better at this than most!"
2020-08-10 15:01:51,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6698574648541638656,"Nice! They are lucky to have you!"
2020-08-06 20:36:08,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6697191298526445568,"LivePerson is hiring! If you see something you like, let me know!"
2020-07-13 14:33:55,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6688447577236541440,This is so timely - I've dealt a lot with in the past with clients that don't understand that negative containment in automation is driven by poorly met expectations in the social contact.
2020-06-28 15:19:15,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6682365161745002496,"I've done two really great virtual events lately, one was via https://hopin.to/ the other on https://www.accelevents.com/"
